,X,Experimental,Median,Lower Quantile (2.5%),Upper Quantile (97.5%)
27,550.0,0.007077856420626896,0.003969432063594947,0.0019186216776831105,0.0070422879676808655
28,570.0,0.010111223458038422,0.0034969012762123258,0.001522055541371183,0.006367130673504662
29,590.0,0.016177957532861477,0.0030263317891955493,0.0013037110717604944,0.005759010135471686
30,610.0,0.010111223458038422,0.002659616684592669,0.0010666897246699298,0.005164878823996822
31,630.0,0.007077856420626896,0.002347668365225147,0.0008103604657535055,0.004720890519534971
32,650.0,0.010111223458038422,0.002004008016032064,0.0006177638496404571,0.004234691548547739
33,670.0,0.015166835187057633,0.001799640071985603,0.0005901505697443609,0.0037787547025763635
34,690.0,0.004044489383215369,0.0015605188873696672,0.0003994887536787794,0.0033810996659850876
35,710.0,0.010111223458038422,0.0013363879343260786,0.00022141778948335771,0.0030624901138212386
36,730.0,0.011122345803842264,0.0011604293697143756,0.00021233239127398405,0.002922865588236635
37,750.0,0.00910010111223458,0.0010327378870074043,0.00019226794616597265,0.0025006263018960717
38,770.0,0.007077856420626896,0.000908863900093573,0.00018697358374131714,0.00228093735128483
39,790.0,0.007077856420626896,0.0007805639648902344,0.0,0.0019888722616249344
40,810.0,0.011122345803842264,0.0006582556305229561,0.0,0.0018736521424997247
41,830.0,0.003033367037411527,0.000586567607522103,0.0,0.0017242787649035377
42,850.0,0.00910010111223458,0.0005604334213889788,0.0,0.0015702637615649631
43,870.0,0.005055611729019211,0.0004167969564311028,0.0,0.001403983352668356
44,890.0,0.006066734074823054,0.00039231072517729494,0.0,0.0013504812813440012
45,910.0,0.005055611729019211,0.00037348272642390287,0.0,0.0011579044713283197
46,930.0,0.007077856420626896,0.00022271716026791338,0.0,0.0010734714631782866
47,950.0,0.0010111223458038423,0.00021315146589054058,0.0,0.001000650520651272
48,970.0,0.0020222446916076846,0.00020397756458984427,0.0,0.0009495098364427403
49,990.0,0.004044489383215369,0.00019582884746641225,0.0,0.0008432344994717351
50,1010.0,0.0010111223458038423,0.00019278969513619512,0.0,0.0007780814715386377
51,1030.0,0.006066734074823054,0.00018839487565938207,0.0,0.0006607402178628288
52,1050.0,0.003033367037411527,0.00018394188837080573,0.0,0.0006588104947436186
53,1070.0,0.006066734074823054,0.0,0.0,0.0005965578818643229
54,1090.0,0.004044489383215369,0.0,0.0,0.0005874462929305799
55,1110.0,0.00910010111223458,0.0,0.0,0.0005634887471448132
56,1130.0,0.003033367037411527,0.0,0.0,0.0004482278237904672
57,1150.0,0.003033367037411527,0.0,0.0,0.00041555420922229265
58,1170.0,0.0020222446916076846,0.0,0.0,0.0004170207038447611
59,1190.0,0.0010111223458038423,0.0,0.0,0.00039778633795338816
60,1210.0,0.0010111223458038423,0.0,0.0,0.00038602959057071264
61,1230.0,0.0010111223458038423,0.0,0.0,0.00036548740315282585
62,1250.0,0.005055611729019211,0.0,0.0,0.0003655272325478163
63,1270.0,0.0,0.0,0.0,0.0002263583141647897
64,1290.0,0.006066734074823054,0.0,0.0,0.00021668942302699302
65,1310.0,0.004044489383215369,0.0,0.0,0.00021744093860810837
66,1330.0,0.0010111223458038423,0.0,0.0,0.00021491741895041116
67,1350.0,0.0020222446916076846,0.0,0.0,0.00020777494168791575
68,1370.0,0.0,0.0,0.0,0.00020895368680706785
69,1390.0,0.0,0.0,0.0,0.00020450106935226373
70,1410.0,0.005055611729019211,0.0,0.0,0.00020614412587903014
71,1430.0,0.0010111223458038423,0.0,0.0,0.00020400566111099307
72,1450.0,0.0020222446916076846,0.0,0.0,0.00020358824792608316
73,1470.0,0.003033367037411527,0.0,0.0,0.00019880715705765408
74,1490.0,0.004044489383215369,0.0,0.0,0.00019406548054470098
